image,x,y,r,g,b
at,7,3,200,16,46
at,7,4,255,255,255
at,7,5,255,255,255
at,7,6,255,255,255
at,7,7,255,255,255
at,7,8,200,16,46
at,7,9,200,16,46
at,7,10,200,16,46
at,8,1,200,16,46
at,8,2,200,16,46
at,8,3,200,16,46
at,8,4,255,255,255
at,8,5,255,255,255
at,8,6,255,255,255
at,8,7,255,255,255
at,8,8,200,16,46
at,8,9,200,16,46
at,8,10,200,16,46
at,9,1,200,16,46
at,9,2,200,16,46
at,9,3,200,16,46
at,9,4,255,255,255
at,9,5,255,255,255
at,9,6,255,255,255
at,9,7,255,255,255
at,9,8,200,16,46
at,9,9,200,16,46
at,9,10,200,16,46
at,10,1,200,16,46
at,10,2,200,16,46
at,10,3,200,16,46
at,10,4,255,255,255
at,10,5,255,255,255
at,10,6,255,255,255
at,10,7,255,255,255
at,10,8,200,16,46
at,10,9,200,16,46
at,10,10,200,16,46
bn,1,1,247,224,23
bn,1,2,255,255,255
bn,1,3,255,255,255
bn,1,4,0,0,0
bn,1,5,0,0,0
bn,1,6,247,224,23
bn,1,7,247,224,23
bn,1,8,247,224,23
bn,1,9,247,224,23
bn,1,10,247,224,23
bn,2,1,247,224,23
bn,2,2,255,255,255
bn,2,3,255,255,255
bn,2,4,255,255,255
bn,2,5,0,0,0
bn,2,6,0,0,0
bn,2,7,247,224,23
bn,2,8,247,224,23
bn,2,9,247,224,23
bn,2,10,247,224,23
bn,3,1,247,224,23
bn,3,2,247,224,23
bn,3,3,255,255,255
bn,3,4,255,255,255
bn,3,5,0,0,0
bn,3,6,0,0,0
bn,3,7,247,224,23
bn,3,8,247,224,23
bn,3,9,247,224,23
bn,3,10,247,224,23
bn,4,1,247,224,23
bn,4,2,247,224,23
bn,4,3,255,255,255
bn,4,4,255,255,255
bn,4,5,184,16,33
bn,4,6,0,0,0
bn,4,7,0,0,0
bn,4,8,247,224,23
bn,4,9,247,224,23
bn,4,10,247,224,23
bn,5,1,247,224,23
bn,5,2,247,224,23
bn,5,3,247,224,23
bn,5,4,255,255,255
bn,5,5,255,255,255
bn,5,6,0,0,0
bn,5,7,227,119,29
bn,5,8,231,138,30
bn,5,9,247,224,23
bn,5,10,247,224,23
bn,6,1,247,224,23
bn,6,2,247,224,23
bn,6,3,247,224,23
bn,6,4,255,255,255
bn,6,5,255,255,255
bn,6,6,0,0,0
bn,6,7,234,157,27
bn,6,8,207,17,38
bn,6,9,247,224,23
bn,6,10,247,224,23
bn,7,1,247,224,23
bn,7,2,247,224,23
bn,7,3,247,224,23
bn,7,4,255,255,255
bn,7,5,230,129,140
bn,7,6,255,255,255
bn,7,7,0,0,0
bn,7,8,0,0,0
bn,7,9,247,224,23
bn,7,10,247,224,23
bn,8,1,247,224,23
bn,8,2,247,224,23
bn,8,3,247,224,23
bn,8,4,247,224,23
bn,8,5,255,255,255
bn,8,6,255,255,255
bn,8,7,0,0,0
bn,8,8,0,0,0
bn,8,9,247,224,23
bn,8,10,247,224,23
bn,9,1,247,224,23
bn,9,2,247,224,23
bn,9,3,247,224,23
bn,9,4,247,224,23
bn,9,5,255,255,255
bn,9,6,255,255,255
bn,9,7,255,255,255
bn,9,8,0,0,0
bn,9,9,0,0,0
bn,9,10,247,224,23
bn,10,1,247,224,23
bn,10,2,247,224,23
bn,10,3,247,224,23
bn,10,4,247,224,23
bn,10,5,247,224,23
bn,10,6,255,255,255
bn,10,7,255,255,255
bn,10,8,0,0,0
bn,10,9,0,0,0
bn,10,10,247,224,23
sz,1,1,62,94,185
sz,1,2,62,94,185
sz,1,3,196,63,9
sz,1,4,177,12,12
sz,1,5,177,12,12
sz,1,6,177,12,12
sz,1,7,177,12,12
sz,1,8,196,63,9
sz,1,9,62,94,185
sz,1,10,62,94,185
sz,2,1,62,94,185
sz,2,2,62,94,185
sz,2,3,196,63,9
sz,2,4,177,12,12
sz,2,5,177,12,12
sz,2,6,51,51,51
sz,2,7,177,12,12
sz,2,8,196,63,9
sz,2,9,62,94,185
sz,2,10,62,94,185
sz,3,1,62,94,185
sz,3,2,62,94,185
sz,3,3,196,63,9
sz,3,4,177,12,12
sz,3,5,255,217,0
sz,3,6,177,12,12
sz,3,7,177,12,12
sz,3,8,196,63,9
sz,3,9,62,94,185
sz,3,10,62,94,185
sz,4,1,62,94,185
sz,4,2,62,94,185
sz,4,3,196,63,9
sz,4,4,177,12,12
sz,4,5,200,199,199
sz,4,6,200,199,199
sz,4,7,177,12,12
sz,4,8,196,63,9
sz,4,9,62,94,185
sz,4,10,62,94,185
sz,5,1,62,94,185
sz,5,2,62,94,185
sz,5,3,196,63,9
sz,5,4,51,51,51
sz,5,5,51,51,51
sz,5,6,255,255,255
sz,5,7,0,0,0
sz,5,8,196,63,9
sz,5,9,62,94,185
sz,5,10,62,94,185
sz,6,1,62,94,185
sz,6,2,62,94,185
sz,6,3,196,63,9
sz,6,4,255,255,255
sz,6,5,0,0,0
sz,6,6,0,0,0
sz,6,7,255,255,255
sz,6,8,196,63,9
sz,6,9,62,94,185
sz,6,10,62,94,185
sz,7,1,62,94,185
sz,7,2,62,94,185
sz,7,3,196,63,9
sz,7,4,177,12,12
sz,7,5,51,51,51
sz,7,6,51,51,51
sz,7,7,177,12,12
sz,7,8,196,63,9
sz,7,9,62,94,185
sz,7,10,62,94,185
sz,8,1,62,94,185
sz,8,2,62,94,185
sz,8,3,196,63,9
sz,8,4,177,12,12
sz,8,5,144,124,21
sz,8,6,177,12,12
sz,8,7,177,12,12
sz,8,8,196,63,9
sz,8,9,62,94,185
sz,8,10,62,94,185
sz,9,1,62,94,185
sz,9,2,62,94,185
sz,9,3,196,63,9
sz,9,4,177,12,12
sz,9,5,177,12,12
sz,9,6,51,51,51
sz,9,7,177,12,12
sz,9,8,196,63,9
sz,9,9,62,94,185
sz,9,10,62,94,185
sz,10,1,62,94,185
sz,10,2,62,94,185
sz,10,3,196,63,9
sz,10,4,177,12,12
sz,10,5,177,12,12
sz,10,6,177,12,12
sz,10,7,177,12,12
sz,10,8,196,63,9
sz,10,9,62,94,185
sz,10,10,62,94,185
ai,1,1,214,76,98
ai,1,2,1,33,105
ai,1,3,200,16,46
ai,1,4,1,33,105
ai,1,5,200,16,46
ai,1,6,1,33,105
ai,1,7,1,33,105
ai,1,8,1,33,105
ai,1,9,1,33,105
ai,1,10,1,33,105
ai,2,1,1,33,105
ai,2,2,214,76,98
ai,2,3,200,16,46
ai,2,4,200,16,46
ai,2,5,1,33,105
ai,2,6,1,33,105
ai,2,7,1,33,105
ai,2,8,1,33,105
ai,2,9,1,33,105
ai,2,10,1,33,105
ai,3,1,200,16,46
ai,3,2,200,16,46
ai,3,3,200,16,46
ai,3,4,200,16,46
ai,3,5,200,16,46
ai,3,6,1,33,105
ai,3,7,1,33,105
ai,3,8,1,33,105
ai,3,9,1,33,105
ai,3,10,1,33,105
ai,4,1,1,33,105
ai,4,2,255,255,255
ai,4,3,200,16,46
ai,4,4,242,196,203
ai,4,5,1,33,105
ai,4,6,1,33,105
ai,4,7,1,33,105
ai,4,8,1,33,105
ai,4,9,1,33,105
ai,4,10,1,33,105
ai,5,1,255,255,255
ai,5,2,1,33,105
ai,5,3,200,16,46
ai,5,4,1,33,105
ai,5,5,242,196,203
ai,5,6,1,33,105
ai,5,7,1,33,105
ai,5,8,1,33,105
ai,5,9,1,33,105
ai,5,10,1,33,105
ai,6,1,1,33,105
ai,6,2,1,33,105
ai,6,3,1,33,105
ai,6,4,1,33,105
ai,6,5,1,33,105
ai,6,6,1,33,105
ai,6,7,1,33,105
ai,6,8,1,33,105
ai,6,9,1,33,105
ai,6,10,1,33,105
ai,7,1,1,33,105
ai,7,2,1,33,105
ai,7,3,186,152,27
ai,7,4,186,152,27
ai,7,5,1,33,105
ai,7,6,1,33,105
ai,7,7,1,33,105
ai,7,8,1,33,105
ai,7,9,1,33,105
ai,7,10,1,33,105
ai,8,1,1,33,105
ai,8,2,1,33,105
ai,8,3,186,152,27
ai,8,4,255,153,0
ai,8,5,255,255,255
ai,8,6,255,255,255
ai,8,7,153,204,255
ai,8,8,0,32,105
ai,8,9,1,33,105
ai,8,10,1,33,105
ai,9,1,1,33,105
ai,9,2,1,33,105
ai,9,3,1,33,105
ai,9,4,1,33,105
ai,9,5,1,33,105
ai,9,6,1,33,105
ai,9,7,1,33,105
ai,9,8,1,33,105
ai,9,9,1,33,105
ai,9,10,1,33,105
ai,10,1,1,33,105
ai,10,2,1,33,105
ai,10,3,1,33,105
ai,10,4,1,33,105
ai,10,5,1,33,105
ai,10,6,1,33,105
ai,10,7,1,33,105
ai,10,8,1,33,105
ai,10,9,1,33,105
ai,10,10,1,33,105
eg,1,1,206,17,38
eg,1,2,206,17,38
eg,1,3,206,17,38
eg,1,4,255,255,255
eg,1,5,255,255,255
eg,1,6,255,255,255
eg,1,7,255,255,255
eg,1,8,0,0,0
eg,1,9,0,0,0
eg,1,10,0,0,0
eg,2,1,206,17,38
eg,2,2,206,17,38
eg,2,3,206,17,38
eg,2,4,255,255,255
eg,2,5,255,255,255
eg,2,6,255,255,255
eg,2,7,255,255,255
eg,2,8,0,0,0
eg,2,9,0,0,0
eg,2,10,0,0,0
eg,3,1,206,17,38
eg,3,2,206,17,38
eg,3,3,206,17,38
eg,3,4,255,255,255
eg,3,5,255,255,255
eg,3,6,255,255,255
eg,3,7,255,255,255
eg,3,8,0,0,0
eg,3,9,0,0,0
eg,3,10,0,0,0
eg,4,1,206,17,38
eg,4,2,206,17,38
eg,4,3,206,17,38
eg,4,4,255,255,255
eg,4,5,255,255,255
eg,4,6,255,255,255
eg,4,7,255,255,255
eg,4,8,0,0,0
eg,4,9,0,0,0
eg,4,10,0,0,0
eg,5,1,206,17,38
eg,5,2,206,17,38
eg,5,3,206,17,38
eg,5,4,255,255,255
eg,5,5,206,170,55
eg,5,6,193,148,4
eg,5,7,206,170,55
eg,5,8,0,0,0
eg,5,9,0,0,0
eg,5,10,0,0,0
eg,6,1,206,17,38
eg,6,2,206,17,38
eg,6,3,206,17,38
eg,6,4,255,255,255
eg,6,5,245,237,212
eg,6,6,206,170,55
eg,6,7,206,170,55
eg,6,8,0,0,0
eg,6,9,0,0,0
eg,6,10,0,0,0
eg,7,1,206,17,38
eg,7,2,206,17,38
eg,7,3,206,17,38
eg,7,4,255,255,255
eg,7,5,255,255,255
eg,7,6,255,255,255
eg,7,7,255,255,255
eg,7,8,0,0,0
eg,7,9,0,0,0
eg,7,10,0,0,0
eg,8,1,206,17,38
eg,8,2,206,17,38
eg,8,3,206,17,38
eg,8,4,255,255,255
eg,8,5,255,255,255
eg,8,6,255,255,255
eg,8,7,255,255,255
eg,8,8,0,0,0
eg,8,9,0,0,0
eg,8,10,0,0,0
eg,9,1,206,17,38
eg,9,2,206,17,38
eg,9,3,206,17,38
eg,9,4,255,255,255
eg,9,5,255,255,255
eg,9,6,255,255,255
eg,9,7,255,255,255
eg,9,8,0,0,0
eg,9,9,0,0,0
eg,9,10,0,0,0
eg,10,1,206,17,38
eg,10,2,206,17,38
eg,10,3,206,17,38
eg,10,4,255,255,255
eg,10,5,255,255,255
eg,10,6,255,255,255
eg,10,7,255,255,255
eg,10,8,0,0,0
eg,10,9,0,0,0
eg,10,10,0,0,0
xk,1,1,36,74,165
xk,1,2,36,74,165
xk,1,3,36,74,165
xk,1,4,36,74,165
xk,1,5,36,74,165
xk,1,6,36,74,165
xk,1,7,36,74,165
xk,1,8,36,74,165
xk,1,9,36,74,165
xk,1,10,36,74,165
xk,2,1,36,74,165
xk,2,2,36,74,165
xk,2,3,36,74,165
xk,2,4,36,74,165
xk,2,5,36,74,165
xk,2,6,36,74,165
xk,2,7,36,74,165
xk,2,8,36,74,165
xk,2,9,36,74,165
xk,2,10,36,74,165
xk,3,1,36,74,165
xk,3,2,36,74,165
xk,3,3,255,255,255
xk,3,4,36,74,165
xk,3,5,36,74,165
xk,3,6,36,74,165
xk,3,7,36,74,165
xk,3,8,36,74,165
xk,3,9,36,74,165
xk,3,10,36,74,165
xk,4,1,36,74,165
xk,4,2,36,74,165
xk,4,3,123,146,201
xk,4,4,36,74,165
xk,4,5,36,74,165
xk,4,6,208,166,80
xk,4,7,36,74,165
xk,4,8,36,74,165
xk,4,9,36,74,165
xk,4,10,36,74,165
xk,5,1,36,74,165
xk,5,2,180,193,224
xk,5,3,36,74,165
xk,5,4,85,100,141
xk,5,5,208,166,80
xk,5,6,208,166,80
xk,5,7,208,166,80
xk,5,8,208,166,80
xk,5,9,208,166,80
xk,5,10,36,74,165
xk,6,1,36,74,165
xk,6,2,153,171,213
xk,6,3,36,74,165
xk,6,4,36,74,165
xk,6,5,208,166,80
xk,6,6,208,166,80
xk,6,7,208,166,80
xk,6,8,36,74,165
xk,6,9,36,74,165
xk,6,10,36,74,165
xk,7,1,36,74,165
xk,7,2,36,74,165
xk,7,3,255,255,255
xk,7,4,36,74,165
xk,7,5,36,74,165
xk,7,6,208,166,80
xk,7,7,208,166,80
xk,7,8,36,74,165
xk,7,9,36,74,165
xk,7,10,36,74,165
xk,8,1,36,74,165
xk,8,2,36,74,165
xk,8,3,36,74,165
xk,8,4,36,74,165
xk,8,5,36,74,165
xk,8,6,36,74,165
xk,8,7,36,74,165
xk,8,8,36,74,165
xk,8,9,36,74,165
xk,8,10,36,74,165
xk,9,1,36,74,165
xk,9,2,36,74,165
xk,9,3,36,74,165
xk,9,4,36,74,165
xk,9,5,36,74,165
xk,9,6,36,74,165
xk,9,7,36,74,165
xk,9,8,36,74,165
xk,9,9,36,74,165
xk,9,10,36,74,165
xk,10,1,36,74,165
xk,10,2,36,74,165
xk,10,3,36,74,165
xk,10,4,36,74,165
xk,10,5,36,74,165
xk,10,6,36,74,165
xk,10,7,36,74,165
xk,10,8,36,74,165
xk,10,9,36,74,165
xk,10,10,36,74,165
mq,1,1,30,148,74
mq,1,2,239,25,35
mq,1,3,239,25,35
mq,1,4,239,25,35
mq,1,5,239,25,35
mq,1,6,239,25,35
mq,1,7,239,25,35
mq,1,8,239,25,35
mq,1,9,239,25,35
mq,1,10,60,30,30
mq,2,1,0,166,80
mq,2,2,0,166,80
mq,2,3,239,25,35
mq,2,4,239,25,35
mq,2,5,239,25,35
mq,2,6,239,25,35
mq,2,7,239,25,35
mq,2,8,239,25,35
mq,2,9,35,31,30
mq,2,10,35,31,30
mq,3,1,0,166,80
mq,3,2,0,166,80
mq,3,3,99,107,61
mq,3,4,239,25,35
mq,3,5,239,25,35
mq,3,6,239,25,35
mq,3,7,239,25,35
mq,3,8,120,28,32
mq,3,9,35,31,30
mq,3,10,35,31,30
mq,4,1,0,166,80
mq,4,2,0,166,80
mq,4,3,0,166,80
mq,4,4,30,148,74
mq,4,5,239,25,35
mq,4,6,239,25,35
mq,4,7,60,30,30
mq,4,8,35,31,30
mq,4,9,35,31,30
mq,4,10,35,31,30
mq,5,1,0,166,80
mq,5,2,0,166,80
mq,5,3,0,166,80
mq,5,4,0,166,80
mq,5,5,0,166,80
mq,5,6,35,31,30
mq,5,7,35,31,30
mq,5,8,35,31,30
mq,5,9,35,31,30
mq,5,10,35,31,30
mq,6,1,0,166,80
mq,6,2,0,166,80
mq,6,3,0,166,80
mq,6,4,0,166,80
mq,6,5,0,166,80
mq,6,6,35,31,30
mq,6,7,35,31,30
mq,6,8,35,31,30
mq,6,9,35,31,30
mq,6,10,35,31,30
mq,7,1,0,166,80
mq,7,2,0,166,80
mq,7,3,0,166,80
mq,7,4,0,166,80
mq,7,5,0,166,80
mq,7,6,35,31,30
mq,7,7,35,31,30
mq,7,8,35,31,30
mq,7,9,35,31,30
mq,7,10,35,31,30
mq,8,1,0,166,80
mq,8,2,0,166,80
mq,8,3,0,166,80
mq,8,4,0,166,80
mq,8,5,0,166,80
mq,8,6,35,31,30
mq,8,7,35,31,30
mq,8,8,35,31,30
mq,8,9,35,31,30
mq,8,10,35,31,30
mq,9,1,0,166,80
mq,9,2,0,166,80
mq,9,3,0,166,80
mq,9,4,0,166,80
mq,9,5,0,166,80
mq,9,6,35,31,30
mq,9,7,35,31,30
mq,9,8,35,31,30
mq,9,9,35,31,30
mq,9,10,35,31,30
mq,10,1,0,166,80
mq,10,2,0,166,80
mq,10,3,0,166,80
mq,10,4,0,166,80
mq,10,5,0,166,80
mq,10,6,35,31,30
mq,10,7,35,31,30
mq,10,8,35,31,30
mq,10,9,35,31,30
mq,10,10,35,31,30
sv,1,1,0,71,171
sv,1,2,0,71,171
sv,1,3,0,71,171
sv,1,4,255,255,255
sv,1,5,255,255,255
sv,1,6,255,255,255
sv,1,7,255,255,255
sv,1,8,0,71,171
sv,1,9,0,71,171
sv,1,10,0,71,171
sv,2,1,0,71,171
sv,2,2,0,71,171
sv,2,3,0,71,171
sv,2,4,255,255,255
sv,2,5,255,255,255
sv,2,6,255,255,255
sv,2,7,255,255,255
sv,2,8,0,71,171
sv,2,9,0,71,171
sv,2,10,0,71,171
sv,3,1,0,71,171
sv,3,2,0,71,171
sv,3,3,0,71,171
sv,3,4,255,255,255
sv,3,5,255,255,255
sv,3,6,255,255,255
sv,3,7,255,255,255
sv,3,8,0,71,171
sv,3,9,0,71,171
sv,3,10,0,71,171
sv,4,1,0,71,171
sv,4,2,0,71,171
sv,4,3,0,71,171
sv,4,4,255,255,255
sv,4,5,255,255,255
sv,4,6,255,255,255
sv,4,7,255,255,255
sv,4,8,0,71,171
sv,4,9,0,71,171
sv,4,10,0,71,171
sv,5,1,0,71,171
sv,5,2,0,71,171
sv,5,3,0,71,171
sv,5,4,255,255,255
sv,5,5,156,175,146
sv,5,6,143,141,103
sv,5,7,255,255,255
sv,5,8,0,71,171
sv,5,9,0,71,171
sv,5,10,0,71,171
sv,6,1,0,71,171
sv,6,2,0,71,171
sv,6,3,0,71,171
sv,6,4,255,255,255
sv,6,5,119,158,110
sv,6,6,3,132,4
sv,6,7,255,255,255
sv,6,8,0,71,171
sv,6,9,0,71,171
sv,6,10,0,71,171
sv,7,1,0,71,171
sv,7,2,0,71,171
sv,7,3,0,71,171
sv,7,4,255,255,255
sv,7,5,255,255,255
sv,7,6,255,255,255
sv,7,7,255,255,255
sv,7,8,0,71,171
sv,7,9,0,71,171
sv,7,10,0,71,171
sv,8,1,0,71,171
sv,8,2,0,71,171
sv,8,3,0,71,171
sv,8,4,255,255,255
sv,8,5,255,255,255
sv,8,6,255,255,255
sv,8,7,255,255,255
sv,8,8,0,71,171
sv,8,9,0,71,171
sv,8,10,0,71,171
sv,9,1,0,71,171
sv,9,2,0,71,171
sv,9,3,0,71,171
sv,9,4,255,255,255
sv,9,5,255,255,255
sv,9,6,255,255,255
sv,9,7,255,255,255
sv,9,8,0,71,171
sv,9,9,0,71,171
sv,9,10,0,71,171
sv,10,1,0,71,171
sv,10,2,0,71,171
sv,10,3,0,71,171
sv,10,4,255,255,255
sv,10,5,255,255,255
sv,10,6,255,255,255
sv,10,7,255,255,255
sv,10,8,0,71,171
sv,10,9,0,71,171
sv,10,10,0,71,171
ls,1,1,0,20,137
ls,1,2,0,20,137
ls,1,3,0,20,137
ls,1,4,255,255,255
ls,1,5,255,255,255
ls,1,6,255,255,255
ls,1,7,255,255,255
ls,1,8,0,154,68
ls,1,9,0,154,68
ls,1,10,0,154,68
ls,2,1,0,20,137
ls,2,2,0,20,137
ls,2,3,0,20,137
ls,2,4,255,255,255
ls,2,5,255,255,255
ls,2,6,255,255,255
ls,2,7,255,255,255
ls,2,8,0,154,68
ls,2,9,0,154,68
ls,2,10,0,154,68
ls,3,1,0,20,137
ls,3,2,0,20,137
ls,3,3,0,20,137
ls,3,4,255,255,255
ls,3,5,255,255,255
ls,3,6,255,255,255
ls,3,7,255,255,255
ls,3,8,0,154,68
ls,3,9,0,154,68
ls,3,10,0,154,68
ls,4,1,0,20,137
ls,4,2,0,20,137
ls,4,3,0,20,137
ls,4,4,255,255,255
ls,4,5,255,255,255
ls,4,6,255,255,255
ls,4,7,255,255,255
ls,4,8,0,154,68
ls,4,9,0,154,68
ls,4,10,0,154,68
ls,5,1,0,20,137
ls,5,2,0,20,137
ls,5,3,0,20,137
ls,5,4,255,255,255
ls,5,5,255,255,255
ls,5,6,0,0,0
ls,5,7,216,216,216
ls,5,8,0,154,68
ls,5,9,0,154,68
ls,5,10,0,154,68
ls,6,1,0,20,137
ls,6,2,0,20,137
ls,6,3,0,20,137
ls,6,4,255,255,255
ls,6,5,255,255,255
ls,6,6,0,0,0
ls,6,7,0,0,0
ls,6,8,0,154,68
ls,6,9,0,154,68
ls,6,10,0,154,68
ls,7,1,0,20,137
ls,7,2,0,20,137
ls,7,3,0,20,137
ls,7,4,255,255,255
ls,7,5,255,255,255
ls,7,6,255,255,255
ls,7,7,255,255,255
ls,7,8,0,154,68
ls,7,9,0,154,68
ls,7,10,0,154,68
ls,8,1,0,20,137
ls,8,2,0,20,137
ls,8,3,0,20,137
ls,8,4,255,255,255
ls,8,5,255,255,255
ls,8,6,255,255,255
ls,8,7,255,255,255
ls,8,8,0,154,68
ls,8,9,0,154,68
ls,8,10,0,154,68
ls,9,1,0,20,137
ls,9,2,0,20,137
ls,9,3,0,20,137
ls,9,4,255,255,255
ls,9,5,255,255,255
ls,9,6,255,255,255
ls,9,7,255,255,255
ls,9,8,0,154,68
ls,9,9,0,154,68
ls,9,10,0,154,68
ls,10,1,0,20,137
ls,10,2,0,20,137
ls,10,3,0,20,137
ls,10,4,255,255,255
ls,10,5,255,255,255
ls,10,6,255,255,255
ls,10,7,255,255,255
ls,10,8,0,154,68
ls,10,9,0,154,68
ls,10,10,0,154,68
kn,1,1,0,151,57
kn,1,2,0,151,57
kn,1,3,0,151,57
kn,1,4,0,151,57
kn,1,5,0,151,57
kn,1,6,0,151,57
kn,1,7,0,151,57
kn,1,8,255,205,0
kn,1,9,0,0,0
kn,1,10,0,0,0
kn,2,1,0,151,57
kn,2,2,0,151,57
kn,2,3,0,151,57
kn,2,4,0,151,57
kn,2,5,0,151,57
kn,2,6,0,151,57
kn,2,7,255,205,0
kn,2,8,0,0,0
kn,2,9,0,0,0
kn,2,10,0,0,0
kn,3,1,0,151,57
kn,3,2,0,151,57
kn,3,3,0,151,57
kn,3,4,0,151,57
kn,3,5,0,151,57
kn,3,6,255,205,0
kn,3,7,0,0,0
kn,3,8,0,0,0
kn,3,9,0,0,0
kn,3,10,255,205,0
kn,4,1,0,151,57
kn,4,2,0,151,57
kn,4,3,0,151,57
kn,4,4,0,151,57
kn,4,5,255,205,0
kn,4,6,0,0,0
kn,4,7,255,255,255
kn,4,8,173,173,173
kn,4,9,255,205,0
kn,4,10,200,16,46
kn,5,1,0,151,57
kn,5,2,0,151,57
kn,5,3,0,151,57
kn,5,4,255,205,0
kn,5,5,0,0,0
kn,5,6,0,0,0
kn,5,7,0,0,0
kn,5,8,255,205,0
kn,5,9,200,16,46
kn,5,10,200,16,46
kn,6,1,0,151,57
kn,6,2,0,151,57
kn,6,3,255,205,0
kn,6,4,0,0,0
kn,6,5,0,0,0
kn,6,6,0,0,0
kn,6,7,255,205,0
kn,6,8,200,16,46
kn,6,9,200,16,46
kn,6,10,200,16,46
kn,7,1,0,151,57
kn,7,2,255,205,0
kn,7,3,0,0,0
kn,7,4,255,255,255
kn,7,5,0,0,0
kn,7,6,255,205,0
kn,7,7,200,16,46
kn,7,8,200,16,46
kn,7,9,200,16,46
kn,7,10,200,16,46
kn,8,1,255,205,0
kn,8,2,0,0,0
kn,8,3,0,0,0
kn,8,4,255,255,255
kn,8,5,255,205,0
kn,8,6,200,16,46
kn,8,7,200,16,46
kn,8,8,200,16,46
kn,8,9,200,16,46
kn,8,10,200,16,46
kn,9,1,0,0,0
kn,9,2,0,0,0
kn,9,3,0,0,0
kn,9,4,255,205,0
kn,9,5,200,16,46
kn,9,6,200,16,46
kn,9,7,200,16,46
kn,9,8,200,16,46
kn,9,9,200,16,46
kn,9,10,200,16,46
kn,10,1,0,0,0
kn,10,2,0,0,0
kn,10,3,255,205,0
kn,10,4,200,16,46
kn,10,5,200,16,46
kn,10,6,200,16,46
kn,10,7,200,16,46
kn,10,8,200,16,46
kn,10,9,200,16,46
kn,10,10,200,16,46
am,1,1,217,0,18
am,1,2,217,0,18
am,1,3,217,0,18
am,1,4,0,51,160
am,1,5,0,51,160
am,1,6,0,51,160
am,1,7,0,51,160
am,1,8,242,168,0
am,1,9,242,168,0
am,1,10,242,168,0
am,2,1,217,0,18
am,2,2,217,0,18
am,2,3,217,0,18
am,2,4,0,51,160
am,2,5,0,51,160
am,2,6,0,51,160
am,2,7,0,51,160
am,2,8,242,168,0
am,2,9,242,168,0
am,2,10,242,168,0
am,3,1,217,0,18
am,3,2,217,0,18
am,3,3,217,0,18
am,3,4,0,51,160
am,3,5,0,51,160
am,3,6,0,51,160
am,3,7,0,51,160
am,3,8,242,168,0
am,3,9,242,168,0
am,3,10,242,168,0
am,4,1,217,0,18
am,4,2,217,0,18
am,4,3,217,0,18
am,4,4,0,51,160
am,4,5,0,51,160
am,4,6,0,51,160
am,4,7,0,51,160
am,4,8,242,168,0
am,4,9,242,168,0
am,4,10,242,168,0
am,5,1,217,0,18
am,5,2,217,0,18
am,5,3,217,0,18
am,5,4,0,51,160
am,5,5,0,51,160
am,5,6,0,51,160
am,5,7,0,51,160
am,5,8,242,168,0
am,5,9,242,168,0
am,5,10,242,168,0
am,6,1,217,0,18
am,6,2,217,0,18
am,6,3,217,0,18
am,6,4,0,51,160
am,6,5,0,51,160
am,6,6,0,51,160
am,6,7,0,51,160
am,6,8,242,168,0
am,6,9,242,168,0
am,6,10,242,168,0
am,7,1,217,0,18
am,7,2,217,0,18
am,7,3,217,0,18
am,7,4,0,51,160
am,7,5,0,51,160
am,7,6,0,51,160
am,7,7,0,51,160
am,7,8,242,168,0
am,7,9,242,168,0
am,7,10,242,168,0
am,8,1,217,0,18
am,8,2,217,0,18
am,8,3,217,0,18
am,8,4,0,51,160
am,8,5,0,51,160
am,8,6,0,51,160
am,8,7,0,51,160
am,8,8,242,168,0
am,8,9,242,168,0
am,8,10,242,168,0
am,9,1,217,0,18
am,9,2,217,0,18
am,9,3,217,0,18
am,9,4,0,51,160
am,9,5,0,51,160
am,9,6,0,51,160
am,9,7,0,51,160
am,9,8,242,168,0
am,9,9,242,168,0
am,9,10,242,168,0
am,10,1,217,0,18
am,10,2,217,0,18
am,10,3,217,0,18
am,10,4,0,51,160
am,10,5,0,51,160
am,10,6,0,51,160
am,10,7,0,51,160
am,10,8,242,168,0
am,10,9,242,168,0
am,10,10,242,168,0
cx,1,1,10,60,146
cx,1,2,0,33,173
cx,1,3,0,33,173
cx,1,4,0,33,173
cx,1,5,0,33,173
cx,1,6,255,255,255
cx,1,7,0,33,173
cx,1,8,0,33,173
cx,1,9,0,33,173
cx,1,10,0,33,173
cx,2,1,28,138,66
cx,2,2,10,60,146
cx,2,3,0,33,173
cx,2,4,0,33,173
cx,2,5,0,33,173
cx,2,6,0,33,173
cx,2,7,0,33,173
cx,2,8,0,33,173
cx,2,9,0,33,173
cx,2,10,0,33,173
cx,3,1,28,138,66
cx,3,2,28,138,66
cx,3,3,10,60,146
cx,3,4,0,33,173
cx,3,5,0,33,173
cx,3,6,0,33,173
cx,3,7,0,33,173
cx,3,8,0,33,173
cx,3,9,0,33,173
cx,3,10,0,33,173
cx,4,1,28,138,66
cx,4,2,28,138,66
cx,4,3,28,138,66
cx,4,4,10,60,146
cx,4,5,0,33,173
cx,4,6,0,33,173
cx,4,7,0,33,173
cx,4,8,0,33,173
cx,4,9,0,33,173
cx,4,10,0,33,173
cx,5,1,28,138,66
cx,5,2,28,138,66
cx,5,3,28,138,66
cx,5,4,255,198,57
cx,5,5,28,138,66
cx,5,6,255,198,57
cx,5,7,122,111,117
cx,5,8,0,33,173
